Dataset,Relation,Query,Direction,Rank1,Rank2,RR1,RR2,RR2 - RR1,#Candidates
hetionet,AeG,? AeG Gene::55247,head,33,31,0.030303,0.032258,0.001955,100
hetionet,AeG,? AeG Gene::7597,head,33,31,0.030303,0.032258,0.001955,100
hetionet,DaG,? DaG Gene::7249,head,33,31,0.030303,0.032258,0.001955,100
YAGO3-10,isLocatedIn,? isLocatedIn Missouri,head,73,64,0.013699,0.015625,0.001926,100
hetionet,AeG,? AeG Gene::121549,head,41,38,0.02439,0.026316,0.001926,100
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,/m/02hwww /education/educational_institution/students_graduates./education/education/major_field_of_study ?,tail,89,76,0.011236,0.013158,0.001922,100
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,? /education/educational_institution/students_graduates./education/education/major_field_of_study /m/02xlf,head,54,49,0.018519,0.020408,0.00189,100
YAGO3-10,isLocatedIn,"La_Mirada,_California isLocatedIn ?",tail,54,49,0.018519,0.020408,0.00189,100
FB15k-237,award/award/winning/work/awards/won./award/award/honor/award,? /award/award_winning_work/awards_won./award/award_honor/award /m/02pqp12,head,70,62,0.014286,0.016129,0.001843,101
FB15k-237,award/award/winning/work/awards/won./award/award/honor/award,? /award/award_winning_work/awards_won./award/award_honor/award /m/02pqp12,head,70,62,0.014286,0.016129,0.001843,101
hetionet,AeG,? AeG Gene::162681,head,34,32,0.029412,0.03125,0.001838,100
FB15k-237,award/award/category/winners./award/award/honor/award/winner,/m/02w_6xj /award/award_category/winners./award/award_honor/award_winner ?,tail,24,23,0.041667,0.043478,0.001812,100
FB15k-237,award/award/category/winners./award/award/honor/award/winner,/m/0c_dx /award/award_category/winners./award/award_honor/award_winner ?,tail,24,23,0.041667,0.043478,0.001812,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/0c_dx,head,24,23,0.041667,0.043478,0.001812,100
FB15k-237,film/film/featured/film/locations,/m/01kqq7 /film/film/featured_film_locations ?,tail,24,23,0.041667,0.043478,0.001812,100
FB15k-237,people/ethnicity/people,/m/0g96wd /people/ethnicity/people ?,tail,24,23,0.041667,0.043478,0.001812,100
FB15k-237,people/ethnicity/people,/m/0g96wd /people/ethnicity/people ?,tail,24,23,0.041667,0.043478,0.001812,100
YAGO3-10,hasWonPrize,? hasWonPrize House_Order_of_Hohenzollern,head,24,23,0.041667,0.043478,0.001812,100
YAGO3-10,isConnectedTo,Frankfurt_Airport isConnectedTo ?,tail,24,23,0.041667,0.043478,0.001812,100
YAGO3-10,isLocatedIn,? isLocatedIn Novi_Sad,head,24,23,0.041667,0.043478,0.001812,100
codex-l,P106,Q260764 P106 ?,tail,24,23,0.041667,0.043478,0.001812,100
codex-l,P106,? P106 Q1350157,head,24,23,0.041667,0.043478,0.001812,101
codex-l,P106,? P106 Q1350157,head,24,23,0.041667,0.043478,0.001812,101
codex-l,P106,? P106 Q1350157,head,24,23,0.041667,0.043478,0.001812,101
codex-l,P106,? P106 Q1350157,head,24,23,0.041667,0.043478,0.001812,101
codex-l,P106,? P106 Q1350157,head,24,23,0.041667,0.043478,0.001812,101
hetionet,AdG,? AdG Gene::10908,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AdG,? AdG Gene::9620,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::23211,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::25805,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::2811,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::5307,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::53635,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::54505,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::57396,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::84944,head,24,23,0.041667,0.043478,0.001812,100
hetionet,CrC,? CrC Compound::DB06616,head,24,23,0.041667,0.043478,0.001812,100
hetionet,AuG,? AuG Gene::2134,head,100,85,0.01,0.011765,0.001765,100
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/0gqzz /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,43,40,0.023256,0.025,0.001744,100
YAGO3-10,playsFor,? playsFor Peru_national_football_team,head,43,40,0.023256,0.025,0.001744,100
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,? /award/award_ceremony/awards_presented./award/award_honor/award_winner /m/0p9qb,head,67,60,0.014925,0.016667,0.001741,100
hetionet,AeG,? AeG Gene::2861,head,50,46,0.02,0.021739,0.001739,100
FB15k-237,award/award/winning/work/awards/won./award/award/honor/award,? /award/award_winning_work/awards_won./award/award_honor/award /m/02x8n1n,head,35,33,0.028571,0.030303,0.001732,100
codex-l,P106,Q49734 P106 ?,tail,35,33,0.028571,0.030303,0.001732,100
codex-l,P20,? P20 Q3150,head,35,33,0.028571,0.030303,0.001732,101
codex-l,P20,? P20 Q3150,head,35,33,0.028571,0.030303,0.001732,101
hetionet,AeG,? AeG Gene::55957,head,35,33,0.028571,0.030303,0.001732,100
hetionet,AeG,? AeG Gene::57468,head,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,DaG,Disease::DOID:219 DaG ?,tail,35,33,0.028571,0.030303,0.001732,100
hetionet,AeG,? AeG Gene::54212,head,62,56,0.016129,0.017857,0.001728,100
hetionet,AeG,? AeG Gene::767,head,51,47,0.019608,0.021277,0.001669,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,/m/049t4g /award/award_nominee/award_nominations./award/award_nomination/award ?,tail,25,24,0.04,0.041667,0.001667,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/05zr0xl,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/05zr0xl,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,/m/07qy0b /award/award_nominee/award_nominations./award/award_nomination/nominated_for ?,tail,25,24,0.04,0.041667,0.001667,100
FB15k-237,film/film/genre,? /film/film/genre /m/04t36,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,film/film/genre,? /film/film/genre /m/04t36,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,film/film/genre,? /film/film/genre /m/04t36,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,film/film/genre,? /film/film/genre /m/04t36,head,25,24,0.04,0.041667,0.001667,101
FB15k-237,film/film/genre,? /film/film/genre /m/04t36,head,25,24,0.04,0.041667,0.001667,101
YAGO3-10,isConnectedTo,Chișinău_International_Airport isConnectedTo ?,tail,25,24,0.04,0.041667,0.001667,100
YAGO3-10,isConnectedTo,? isConnectedTo Malpensa_Airport,head,25,24,0.04,0.041667,0.001667,100
YAGO3-10,isLocatedIn,? isLocatedIn Northamptonshire,head,25,24,0.04,0.041667,0.001667,100
codex-l,P106,Q1060636 P106 ?,tail,25,24,0.04,0.041667,0.001667,100
codex-l,P106,Q552470 P106 ?,tail,25,24,0.04,0.041667,0.001667,100
codex-l,P106,Q5648265 P106 ?,tail,25,24,0.04,0.041667,0.001667,100
codex-l,P106,Q64807 P106 ?,tail,25,24,0.04,0.041667,0.001667,100
codex-l,P20,Q91860 P20 ?,tail,25,24,0.04,0.041667,0.001667,100
codex-m,P19,Q363867 P19 ?,tail,25,24,0.04,0.041667,0.001667,100
hetionet,AdG,? AdG Gene::1380,head,25,24,0.04,0.041667,0.001667,100
hetionet,AdG,? AdG Gene::2060,head,25,24,0.04,0.041667,0.001667,100
hetionet,AdG,? AdG Gene::9751,head,25,24,0.04,0.041667,0.001667,100
hetionet,AeG,? AeG Gene::79679,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::10150,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::137492,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::375775,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::388886,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::51142,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::55341,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::84193,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::8476,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::8649,head,25,24,0.04,0.041667,0.001667,100
hetionet,AuG,? AuG Gene::89778,head,25,24,0.04,0.041667,0.001667,100
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,hasMusicalRole,? hasMusicalRole wordnet_vocal_music_107282006,head,36,34,0.027778,0.029412,0.001634,103
YAGO3-10,isConnectedTo,Nanning_Wuxu_International_Airport isConnectedTo ?,tail,36,34,0.027778,0.029412,0.001634,100
hetionet,AeG,? AeG Gene::3589,head,58,53,0.017241,0.018868,0.001627,100
YAGO3-10,dealsWith,? dealsWith Netherlands,head,84,74,0.011905,0.013514,0.001609,100
FB15k-237,film/film/genre,? /film/film/genre /m/0bkbm,head,45,42,0.022222,0.02381,0.001587,100
FB15k-237,people/ethnicity/languages/spoken,? /people/ethnicity/languages_spoken /m/06b_j,head,59,54,0.016949,0.018519,0.001569,73
hetionet,AeG,? AeG Gene::151648,head,59,54,0.016949,0.018519,0.001569,101
hetionet,AeG,? AeG Gene::151648,head,59,54,0.016949,0.018519,0.001569,101
FB15k-237,award/award/ceremony/awards/presented./award/award/honor/award/winner,? /award/award_ceremony/awards_presented./award/award_honor/award_winner /m/05ldnp,head,37,35,0.027027,0.028571,0.001544,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/09v8db5,head,37,35,0.027027,0.028571,0.001544,100
FB15k-237,base/schemastaging/organization/extra/phone/number./base/schemastaging/phone/sandbox/service/location,/m/03_c8p /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location ?,tail,37,35,0.027027,0.028571,0.001544,100
codex-l,P37,? P37 Q9058,head,37,35,0.027027,0.028571,0.001544,100
hetionet,AeG,? AeG Gene::84889,head,37,35,0.027027,0.028571,0.001544,100
hetionet,CrC,Compound::DB08804 CrC ?,tail,37,35,0.027027,0.028571,0.001544,100
hetionet,DaG,? DaG Gene::5595,head,37,35,0.027027,0.028571,0.001544,100
FB15k-237,film/film/genre,/m/04fv5b /film/film/genre ?,tail,26,25,0.038462,0.04,0.001538,100
FB15k-237,film/film/music,? /film/film/music /m/02sj1x,head,26,25,0.038462,0.04,0.001538,100
KG20C,paper/in/domain,7F34FE50 paper_in_domain ?,tail,26,25,0.038462,0.04,0.001538,100
KG20C,paper/in/domain,8049E98C paper_in_domain ?,tail,26,25,0.038462,0.04,0.001538,100
YAGO3-10,hasWonPrize,Andrew_Davis_Bruce hasWonPrize ?,tail,26,25,0.038462,0.04,0.001538,100
codex-l,P106,Q1615991 P106 ?,tail,26,25,0.038462,0.04,0.001538,100
codex-l,P106,Q51530 P106 ?,tail,26,25,0.038462,0.04,0.001538,100
codex-m,P136,? P136 Q369747,head,26,25,0.038462,0.04,0.001538,100
codex-m,P136,? P136 Q369747,head,26,25,0.038462,0.04,0.001538,100
codex-m,P136,? P136 Q369747,head,26,25,0.038462,0.04,0.001538,100
codex-m,P136,? P136 Q369747,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::219402,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::23220,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::3716,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::51057,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::64763,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::6583,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::79585,head,26,25,0.038462,0.04,0.001538,101
hetionet,AdG,? AdG Gene::79585,head,26,25,0.038462,0.04,0.001538,101
hetionet,AdG,? AdG Gene::79903,head,26,25,0.038462,0.04,0.001538,100
hetionet,AdG,? AdG Gene::80852,head,26,25,0.038462,0.04,0.001538,100
hetionet,AeG,? AeG Gene::346689,head,26,25,0.038462,0.04,0.001538,100
hetionet,AeG,? AeG Gene::81693,head,26,25,0.038462,0.04,0.001538,100
hetionet,AuG,? AuG Gene::10294,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::10294,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::27129,head,26,25,0.038462,0.04,0.001538,100
hetionet,AuG,? AuG Gene::55330,head,26,25,0.038462,0.04,0.001538,100
hetionet,AuG,? AuG Gene::5996,head,26,25,0.038462,0.04,0.001538,100
hetionet,AuG,? AuG Gene::6319,head,26,25,0.038462,0.04,0.001538,100
hetionet,AuG,? AuG Gene::7223,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::7223,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::9058,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::9058,head,26,25,0.038462,0.04,0.001538,101
hetionet,AuG,? AuG Gene::9990,head,26,25,0.038462,0.04,0.001538,100
hetionet,CrC,Compound::DB03255 CrC ?,tail,26,25,0.038462,0.04,0.001538,100
hetionet,DaG,? DaG Gene::57817,head,26,25,0.038462,0.04,0.001538,100
hetionet,DaG,? DaG Gene::8209,head,26,25,0.038462,0.04,0.001538,100
codex-m,P20,Q65337 P20 ?,tail,46,43,0.021739,0.023256,0.001517,100
hetionet,AeG,? AeG Gene::26257,head,46,43,0.021739,0.023256,0.001517,100
hetionet,DlA,? DlA Anatomy::UBERON:0001971,head,77,69,0.012987,0.014493,0.001506,100
hetionet,DaG,? DaG Gene::4221,head,54,50,0.018519,0.02,0.001481,100
FB15k-237,music/genre/artists,? /music/genre/artists /m/01nn3m,head,61,56,0.016393,0.017857,0.001464,100
codex-l,P106,Q1680851 P106 ?,tail,38,36,0.026316,0.027778,0.001462,100
hetionet,AeG,? AeG Gene::7185,head,38,36,0.026316,0.027778,0.001462,100
hetionet,AeG,? AeG Gene::7498,head,38,36,0.026316,0.027778,0.001462,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,? /award/award_nominee/award_nominations./award/award_nomination/nominated_for /m/0j_t1,head,97,85,0.010309,0.011765,0.001455,100
FB15k-237,music/genre/artists,? /music/genre/artists /m/02sjp,head,73,66,0.013699,0.015152,0.001453,100
YAGO3-10,isConnectedTo,? isConnectedTo Exeter_International_Airport,head,73,66,0.013699,0.015152,0.001453,100
FB15k-237,base/schemastaging/organization/extra/phone/number./base/schemastaging/phone/sandbox/service/location,? /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location /m/0chghy,head,79,71,0.012658,0.014085,0.001426,100
YAGO3-10,isConnectedTo,? isConnectedTo Linz_Airport,head,55,51,0.018182,0.019608,0.001426,100
codex-l,P1303,Q445405 P1303 ?,tail,55,51,0.018182,0.019608,0.001426,67
FB15k-237,award/award/category/winners./award/award/honor/award/winner,? /award/award_category/winners./award/award_honor/award_winner /m/01vrt_c,head,27,26,0.037037,0.038462,0.001425,100
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
KG20C,paper/in/domain,? paper_in_domain 065950AA,head,27,26,0.037037,0.038462,0.001425,103
codex-l,P106,Q707230 P106 ?,tail,27,26,0.037037,0.038462,0.001425,100
codex-l,P47,Q70234 P47 ?,tail,27,26,0.037037,0.038462,0.001425,100
hetionet,AdG,? AdG Gene::120103,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AdG,? AdG Gene::5026,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AdG,? AdG Gene::81857,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AeG,? AeG Gene::11174,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AeG,? AeG Gene::114795,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AeG,? AeG Gene::646424,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AuG,? AuG Gene::26119,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AuG,? AuG Gene::79747,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AuG,? AuG Gene::80145,head,27,26,0.037037,0.038462,0.001425,100
hetionet,AuG,? AuG Gene::84436,head,27,26,0.037037,0.038462,0.001425,100
YAGO3-10,isCitizenOf,? isCitizenOf United_States,head,85,76,0.011765,0.013158,0.001393,101
YAGO3-10,isCitizenOf,? isCitizenOf United_States,head,85,76,0.011765,0.013158,0.001393,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/02sp_v,head,48,45,0.020833,0.022222,0.001389,103
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/02sp_v,head,48,45,0.020833,0.022222,0.001389,103
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/02sp_v,head,48,45,0.020833,0.022222,0.001389,103
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/02sp_v,head,48,45,0.020833,0.022222,0.001389,103
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/02sp_v,head,48,45,0.020833,0.022222,0.001389,103
YAGO3-10,isLocatedIn,Iron_Sky isLocatedIn ?,tail,48,45,0.020833,0.022222,0.001389,100
codex-l,P37,? P37 Q397,head,39,37,0.025641,0.027027,0.001386,100
codex-m,P108,Q78824 P108 ?,tail,39,37,0.025641,0.027027,0.001386,100
hetionet,CrC,Compound::DB00527 CrC ?,tail,56,52,0.017857,0.019231,0.001374,100
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,organization/organization/headquarters./location/mailing/address/country,? /organization/organization/headquarters./location/mailing_address/country /m/09c7w0,head,63,58,0.015873,0.017241,0.001368,103
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,award/award/category/nominees./award/award/nomination/nominated/for,/m/02z0dfh /award/award_category/nominees./award/award_nomination/nominated_for ?,tail,86,77,0.011628,0.012987,0.001359,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
FB15k-237,people/person/religion,? /people/person/religion /m/0kq2,head,49,46,0.020408,0.021739,0.001331,101
hetionet,CrC,? CrC Compound::DB01364,head,49,46,0.020408,0.021739,0.001331,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/054ky1,head,28,27,0.035714,0.037037,0.001323,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/054ky1,head,28,27,0.035714,0.037037,0.001323,101
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/award,? /award/award_nominee/award_nominations./award/award_nomination/award /m/054ky1,head,28,27,0.035714,0.037037,0.001323,101
FB15k-237,base/biblioness/bibs/location/country,? /base/biblioness/bibs_location/country /m/03rk0,head,28,27,0.035714,0.037037,0.001323,100
FB15k-237,base/biblioness/bibs/location/country,? /base/biblioness/bibs_location/country /m/03rk0,head,28,27,0.035714,0.037037,0.001323,100
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,/m/014d4v /education/educational_institution/students_graduates./education/education/major_field_of_study ?,tail,28,27,0.035714,0.037037,0.001323,100
FB15k-237,music/genre/artists,/m/01_qp_ /music/genre/artists ?,tail,28,27,0.035714,0.037037,0.001323,100
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
FB15k-237,people/ethnicity/people,/m/07hwkr /people/ethnicity/people ?,tail,28,27,0.035714,0.037037,0.001323,101
YAGO3-10,isConnectedTo,? isConnectedTo Soekarno–Hatta_International_Airport,head,28,27,0.035714,0.037037,0.001323,100
YAGO3-10,isLocatedIn,? isLocatedIn Reutte_District,head,28,27,0.035714,0.037037,0.001323,100
codex-l,P106,Q557278 P106 ?,tail,28,27,0.035714,0.037037,0.001323,100
codex-m,P20,? P20 Q1754,head,28,27,0.035714,0.037037,0.001323,102
codex-m,P20,? P20 Q1754,head,28,27,0.035714,0.037037,0.001323,102
codex-m,P20,? P20 Q1754,head,28,27,0.035714,0.037037,0.001323,102
hetionet,AdG,? AdG Gene::10568,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AdG,? AdG Gene::131368,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AdG,? AdG Gene::55054,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AeG,? AeG Gene::55806,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AuG,? AuG Gene::26993,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AuG,? AuG Gene::78987,head,28,27,0.035714,0.037037,0.001323,100
hetionet,CuG,? CuG Gene::2192,head,28,27,0.035714,0.037037,0.001323,100
hetionet,AeG,? AeG Gene::5284,head,40,38,0.025,0.026316,0.001316,100
hetionet,AeG,? AeG Gene::8710,head,40,38,0.025,0.026316,0.001316,100
FB15k-237,music/artist/track/contributions./music/track/contribution/role,/m/01m1dzc /music/artist/track_contributions./music/track_contribution/role ?,tail,98,87,0.010204,0.011494,0.00129,100
FB15k-237,education/educational/institution/students/graduates./education/education/major/field/of/study,? /education/educational_institution/students_graduates./education/education/major_field_of_study /m/02csf,head,65,60,0.015385,0.016667,0.001282,100
FB15k-237,award/award/winning/work/awards/won./award/award/honor/award,? /award/award_winning_work/awards_won./award/award_honor/award /m/025m8l,head,50,47,0.02,0.021277,0.001277,100
hetionet,AeG,? AeG Gene::10911,head,50,47,0.02,0.021277,0.001277,101
hetionet,AeG,? AeG Gene::10911,head,50,47,0.02,0.021277,0.001277,101
hetionet,AeG,? AeG Gene::9427,head,58,54,0.017241,0.018519,0.001277,101
hetionet,AeG,? AeG Gene::9427,head,58,54,0.017241,0.018519,0.001277,101
hetionet,DaG,? DaG Gene::8718,head,50,47,0.02,0.021277,0.001277,100
FB15k-237,award/award/nominee/award/nominations./award/award/nomination/nominated/for,/m/04wp2p /award/award_nominee/award_nominations./award/award_nomination/nominated_for ?,tail,78,71,0.012821,0.014085,0.001264,100
hetionet,DaG,? DaG Gene::238,head,41,39,0.02439,0.025641,0.001251,100
hetionet,DaG,? DaG Gene::6863,head,41,39,0.02439,0.025641,0.001251,100
FB15k-237,film/film/country,/m/034hzj /film/film/country ?,tail,29,28,0.034483,0.035714,0.001232,100
FB15k-237,music/artist/track/contributions./music/track/contribution/role,? /music/artist/track_contributions./music/track_contribution/role /m/0jtg0,head,29,28,0.034483,0.035714,0.001232,100
